year,geo_name,geo,income_below_poverty,pop_poverty_status,income_below_poverty,income_below_poverty_moe,pop_poverty_status,pop_poverty_status_moe
2016,Brule County,05000US46015,772,5110,772,307,5110,84
2015,Murray County,05000US27101,771,8386,771,117,8386,61
2016,Harper County,05000US20077,771,5646,771,159,5646,54
2013,Martin County,05000US48317,770,4877,770,228,4877,53
2014,Mellette County,05000US46095,770,2034,770,150,2034,46
2015,Gregory County,05000US46053,769,4175,769,110,4175,64
2016,Stark County,05000US17175,768,5719,768,186,5719,101
2016,Pershing County,05000US32027,767,4670,767,231,4670,203
2013,Coffey County,05000US20031,766,8372,766,142,8372,90
2015,Mitchell County,05000US48335,766,6680,766,265,6680,231
2013,Weston County,05000US56045,766,6829,766,254,6829,100
2016,Pierce County,05000US38069,766,4193,766,184,4193,83
2015,Adair County,05000US19001,764,7201,764,145,7201,81
2013,Moody County,05000US46101,764,6398,764,197,6398,55
2013,Bear Lake County,05000US16007,763,5893,763,195,5893,59
2014,McHenry County,05000US38049,762,5624,762,157,5624,54
2016,Murray County,05000US27101,761,8303,761,116,8303,87
2016,Norman County,05000US27107,761,6491,761,133,6491,47
2015,Turner County,05000US46125,761,8115,761,130,8115,62
2016,Edwards County,05000US17047,760,6496,760,158,6496,80
2016,Ida County,05000US19093,760,6892,760,164,6892,54
2013,Bath County,05000US51017,759,4635,759,412,4635,23
2014,Henderson County,05000US17071,759,6992,759,147,6992,56
2015,Bear Lake County,05000US16007,759,5887,759,215,5887,64
2014,Wheeler County,05000US48483,758,5472,758,195,5472,44
2013,Tyrrell County,05000US37177,757,3648,757,240,3648,212
2015,Grundy County,05000US19075,757,12174,757,168,12174,81
2016,Lander County,05000US32015,757,5853,757,383,5853,35
2015,Fremont County,05000US19071,757,6910,757,130,6910,83
2013,Edwards County,05000US17047,757,6661,757,152,6661,46
2013,Mineral County,05000US30061,756,4102,756,250,4102,62
2016,Thomas County,05000US20193,756,7556,756,191,7556,132
2014,Moore County,05000US47127,755,6137,755,238,6137,119
2014,Spink County,05000US46115,755,6341,755,189,6341,96
2015,Union County,05000US18161,754,7228,754,208,7228,53
2016,Hickman County,05000US21105,753,4489,753,208,4489,87
2016,Merrick County,05000US31121,753,7526,753,196,7526,120
2014,Poquoson city,05000US51735,753,12052,753,310,12052,67
2016,Fisher County,05000US48151,752,3803,752,158,3803,32
2015,Baker County,05000US13007,752,3287,752,233,3287,7
2014,Teton County,05000US30099,751,5978,751,141,5978,61
2013,Schleicher County,05000US48413,749,3290,749,253,3290,27
2014,Baker County,05000US13007,749,3316,749,231,3316,29
2013,Turner County,05000US46125,748,8177,748,148,8177,69
2016,Antelope County,05000US31003,748,6326,748,124,6326,84
2015,Clear Creek County,05000US08019,748,8969,748,184,8969,82
2015,Richmond County,05000US51159,748,7092,748,180,7092,216
2013,Mercer County,05000US29129,747,3683,747,154,3683,32
2016,Toole County,05000US30101,747,4430,747,229,4430,101
2016,Scott County,05000US17171,747,5010,747,130,5010,102
2013,Mitchell County,05000US19131,746,10477,746,160,10477,82
2014,Custer County,05000US08027,746,4220,746,220,4220,43
2013,Knox County,05000US48275,746,3589,746,135,3589,62
2013,Mellette County,05000US46095,745,2037,745,142,2037,46
2014,Mitchell County,05000US48335,744,6794,744,303,6794,351
2016,Beaver County,05000US49001,743,6353,743,270,6353,41
2015,Warren County,05000US18171,740,8147,740,264,8147,93
2016,Phelps County,05000US31137,740,8959,740,192,8959,144
2016,Furnas County,05000US31065,739,4731,739,162,4731,53
2015,McHenry County,05000US38049,738,5728,738,168,5728,46
2015,Baca County,05000US08009,736,3595,736,141,3595,80
2015,Custer County,05000US08027,736,4219,736,230,4219,60
2015,Greer County,05000US40055,735,5041,735,229,5041,181
2013,Marshall County,05000US27089,735,9291,735,95,9291,75
2015,Powell County,05000US30077,735,5330,735,253,5330,173
2014,Stevens County,05000US20189,734,5656,734,282,5656,60
2015,Marshall County,05000US27089,734,9314,734,118,9314,88
2013,Jim Hogg County,05000US48247,734,5238,734,329,5238,40
2014,Hickman County,05000US21105,733,4572,733,202,4572,113
2015,Thomas County,05000US20193,733,7572,733,184,7572,151
2015,Rappahannock County,05000US51157,733,7413,733,298,7413,21
2014,Schleicher County,05000US48413,732,3267,732,262,3267,15
2016,Henderson County,05000US17071,731,6905,731,196,6905,48
2016,Sullivan County,05000US42113,731,6105,731,145,6105,99
2015,Scotland County,05000US29199,730,4688,730,171,4688,114
2013,Toole County,05000US30101,728,4475,728,181,4475,241
2014,Bon Homme County,05000US46009,728,5677,728,170,5677,257
2014,Butler County,05000US31023,728,8152,728,173,8152,87
2013,Fremont County,05000US19071,727,7105,727,120,7105,73
2016,Woodson County,05000US20207,726,3126,726,124,3126,33
2016,Iron County,05000US55051,726,5691,726,95,5691,102
2014,Fremont County,05000US19071,724,7011,724,138,7011,103
2015,Teton County,05000US30099,723,5962,723,150,5962,68
2013,Cherry County,05000US31031,723,5567,723,190,5567,138
2015,Rooks County,05000US20163,723,5026,723,173,5026,81
2016,Grundy County,05000US19075,722,12128,722,140,12128,97
2015,Stillwater County,05000US30095,721,9219,721,216,9219,33
2015,Mineral County,05000US30061,721,4186,721,166,4186,26
2015,Big Stone County,05000US27011,719,4997,719,136,4997,70
2014,Coffey County,05000US20031,719,8349,719,185,8349,95
2014,Marshall County,05000US27089,718,9298,718,87,9298,83
2014,Lyman County,05000US46085,717,3799,717,111,3799,23
2014,Greer County,05000US40055,716,5046,716,216,5046,208
2013,Norton city,05000US51720,715,3949,715,264,3949,42
2013,Pope County,05000US17151,715,4208,715,174,4208,92
2015,Woodson County,05000US20207,714,3126,714,129,3126,36
2016,Nemaha County,05000US31127,713,6577,713,157,6577,114
2016,Fremont County,05000US19071,713,6820,713,128,6820,84
2014,Martin County,05000US48317,712,5020,712,239,5020,68
2015,Scott County,05000US17171,712,5029,712,148,5029,92
2013,Antelope County,05000US31003,712,6502,712,143,6502,90
2013,Catron County,05000US35003,712,3615,712,193,3615,66
2015,Buffalo County,05000US46017,711,2029,711,127,2029,9
2016,Valley County,05000US30105,711,7422,711,166,7422,67
2013,Stillwater County,05000US30095,710,9092,710,162,9092,43
2015,Lincoln County,05000US16063,709,5202,709,188,5202,59
2015,Culebra Municipio,05000US72049,708,1557,708,218,1557,291
2014,Lander County,05000US32015,707,5865,707,309,5865,58
2014,Scott County,05000US17171,706,5092,706,163,5092,100
2015,Phelps County,05000US31137,706,8901,706,171,8901,151
2014,Sitka City and Borough,05000US02220,705,8812,705,185,8812,67
2014,Mono County,05000US06051,704,14081,704,305,14081,72
2016,Archer County,05000US48009,704,8652,704,191,8652,62
2013,Adair County,05000US19001,704,7421,704,141,7421,52
2014,Bent County,05000US08011,703,3828,703,229,3828,422
2016,Spink County,05000US46115,703,6361,703,169,6361,107
2015,Stanton County,05000US31167,701,6067,701,182,6067,28
2014,Mercer County,05000US38057,701,8400,701,173,8400,88
2015,Marshall County,05000US46091,701,4628,701,176,4628,27
2014,Lexington city,05000US51678,699,3615,699,481,3615,1787
2013,Buffalo County,05000US46017,699,1963,699,140,1963,4
2016,Marshall County,05000US27089,698,9318,698,100,9318,81
2016,Butler County,05000US31023,697,8012,697,168,8012,58
2013,Nemaha County,05000US31127,697,6715,697,181,6715,112
2016,Mitchell County,05000US20123,697,6030,697,173,6030,112
2014,Culebra Municipio,05000US72049,696,1585,696,211,1585,255
2014,Marshall County,05000US46091,695,4578,695,117,4578,60
2016,Upton County,05000US48461,695,3413,695,164,3413,57
2014,Grant County,05000US46051,695,7190,695,199,7190,76
2015,Mercer County,05000US38057,693,8473,693,182,8473,72
2015,Pierce County,05000US38069,693,4204,693,196,4204,91
2015,Atchison County,05000US29005,693,5335,693,130,5335,61
2014,Thayer County,05000US31169,692,5048,692,158,5048,97
2015,Henderson County,05000US17071,692,6982,692,193,6982,51
2014,Quitman County,05000US13239,692,2407,692,232,2407,179
2015,Martin County,05000US48317,692,5187,692,230,5187,78
2013,Guadalupe County,05000US35019,692,3963,692,240,3963,225
2015,Putnam County,05000US17155,691,5781,691,159,5781,30
2014,Johnson County,05000US56019,691,8484,691,215,8484,113
2014,Columbia County,05000US53013,690,3953,690,171,3953,51
2015,Columbia County,05000US53013,690,3914,690,182,3914,23
2013,Custer County,05000US16037,689,4280,689,265,4280,26
2015,Mills County,05000US48333,688,4703,688,182,4703,112
2013,Bottineau County,05000US38009,687,6228,687,129,6228,115
2016,Adair County,05000US19001,687,7090,687,114,7090,121
2014,Pope County,05000US17151,686,4155,686,156,4155,99
2016,Gregory County,05000US46053,686,4166,686,104,4166,60
2013,Jackson County,05000US46071,685,3074,685,288,3074,36
2014,Buffalo County,05000US46017,684,2009,684,125,2009,6
2015,Stark County,05000US17175,684,5734,684,150,5734,97
2015,Mono County,05000US06051,684,14036,684,332,14036,85
2015,Dixon County,05000US31051,683,5760,683,130,5760,26
2014,Smith County,05000US20183,682,3708,682,110,3708,36
2015,Butler County,05000US31023,682,8065,682,153,8065,54
2016,Union County,05000US18161,681,7153,681,187,7153,63
2016,Rappahannock County,05000US51157,681,7399,681,223,7399,8
2016,Caribou County,05000US16029,680,6674,680,144,6674,90
2013,Oneida County,05000US16071,679,4223,679,188,4223,51
2014,Camden County,05000US37029,679,10100,679,272,10100,31
2016,Culebra Municipio,05000US72049,679,1484,679,187,1484,219
2015,Lexington city,05000US51678,678,3349,678,499,3349,2073
2016,Mills County,05000US48333,678,4678,678,218,4678,138
2016,Clear Creek County,05000US08019,677,9088,677,165,9088,56
2015,Culberson County,05000US48109,677,2283,677,207,2283,9
2013,Lewis County,05000US16061,677,3784,677,134,3784,60
2013,Columbia County,05000US53013,677,3948,677,161,3948,46
2014,Forest County,05000US42053,677,4265,677,149,4265,471
2015,Lander County,05000US32015,676,5892,676,350,5892,35
2016,Grant County,05000US27051,676,5877,676,127,5877,28
2013,Thayer County,05000US31169,676,5051,676,138,5051,54
2016,Stillwater County,05000US30095,675,9276,675,162,9276,36
2015,Hickman County,05000US21105,675,4498,675,152,4498,94
2015,Collingsworth County,05000US48087,675,2986,675,170,2986,75
2015,Stafford County,05000US20185,675,4183,675,140,4183,65
2016,Lyon County,05000US19119,675,11568,675,167,11568,32
2016,Dixon County,05000US31051,675,5695,675,137,5695,29
2015,Wahkiakum County,05000US53069,674,3946,674,259,3946,42
2016,Barber County,05000US20007,674,4751,674,165,4751,174
2014,Webster County,05000US13307,673,2733,673,170,2733,11
2013,Poquoson city,05000US51735,673,12024,673,252,12024,82
2016,Rooks County,05000US20163,673,4972,673,150,4972,79
2014,Culberson County,05000US48109,670,2302,670,184,2302,20
2013,Brule County,05000US46015,670,5064,670,225,5064,153
2014,Scotland County,05000US29199,668,4691,668,183,4691,100
2014,Garfield County,05000US49017,668,4915,668,161,4915,92
2015,Moore County,05000US47127,668,6204,668,221,6204,75
2014,Big Stone County,05000US27011,668,5053,668,130,5053,39
2013,Morrill County,05000US31123,667,4826,667,163,4826,65
2014,Morrill County,05000US31123,667,4774,667,153,4774,62
2016,Craig County,05000US51045,667,5178,667,271,5178,30
2015,Merrick County,05000US31121,667,7505,667,184,7505,121
2015,Fisher County,05000US48151,666,3806,666,148,3806,42
2014,Knox County,05000US48275,665,3633,665,141,3633,65
2016,Phillips County,05000US30071,664,4085,664,175,4085,24
2014,Stillwater County,05000US30095,664,9144,664,143,9144,30
2013,Dewey County,05000US40043,664,4682,664,151,4682,27
2013,Gray County,05000US20069,663,5907,663,213,5907,63
2013,Madison County,05000US30057,662,7628,662,162,7628,46
2016,Kingman County,05000US20095,662,7548,662,269,7548,70
2013,Fisher County,05000US48151,660,3863,660,156,3863,41
2013,Real County,05000US48385,659,3262,659,173,3262,32
2015,Howard County,05000US31093,658,6318,658,196,6318,16
2015,Phillips County,05000US08095,658,4306,658,212,4306,26
2014,Mercer County,05000US29129,658,3654,658,139,3654,58
2015,Upton County,05000US48461,657,3337,657,166,3337,53
2016,Mitchell County,05000US48335,654,6405,654,224,6405,245
2016,Stafford County,05000US20185,654,4139,654,127,4139,60
2014,Thomas County,05000US20193,654,7594,654,193,7594,200
2014,Collingsworth County,05000US48087,654,2970,654,168,2970,62
2016,Kinney County,05000US48271,654,3194,654,255,3194,134
2015,Iron County,05000US55051,653,5754,653,83,5754,58
2016,Lexington city,05000US51678,653,3549,653,219,3549,347
2014,Republic County,05000US20157,652,4756,652,137,4756,72
2013,Ellis County,05000US40045,652,4077,652,153,4077,40
2016,Lincoln County,05000US27081,652,5620,652,90,5620,80
2015,Lewis County,05000US16061,652,3750,652,91,3750,46
2013,Dixon County,05000US31051,652,5834,652,126,5834,60
2014,Bottineau County,05000US38009,651,6280,651,137,6280,151
2015,Phillips County,05000US30071,651,4101,651,145,4101,25
2016,Audubon County,05000US19009,651,5601,651,128,5601,90
2013,Ringgold County,05000US19159,651,4960,651,225,4960,71
2015,Cameron Parish,05000US22023,650,6680,650,268,6680,40
2015,Walworth County,05000US46129,650,5311,650,169,5311,105
2013,Stafford County,05000US20185,649,4299,649,136,4299,52
2013,King and Queen County,05000US51097,649,7020,649,269,7020,17
2015,Washington County,05000US20201,649,5538,649,128,5538,27
2015,Cherry County,05000US31031,648,5680,648,200,5680,81
2014,Alfalfa County,05000US40003,648,4648,648,157,4648,353
2016,Burt County,05000US31021,647,6474,647,171,6474,45
2016,Garfield County,05000US49017,647,4792,647,179,4792,104
2013,Howard County,05000US31093,646,6267,646,214,6267,56
2013,Cameron County,05000US42023,646,4923,646,144,4923,59
2014,Oneida County,05000US16071,645,4210,645,168,4210,14
2014,Union County,05000US46127,645,14545,645,160,14545,78
2014,Dewey County,05000US40043,645,4704,645,133,4704,51
2016,Moore County,05000US47127,644,6181,644,222,6181,66
2013,Stark County,05000US17175,643,5787,643,106,5787,84
2016,Kane County,05000US49025,642,7131,642,172,7131,41
2013,Osborne County,05000US20141,642,3720,642,138,3720,61
2013,Burt County,05000US31021,642,6649,642,120,6649,55
2013,Brown County,05000US17009,641,5201,641,212,5201,180
2013,Johnson County,05000US56019,641,8499,641,192,8499,67
2014,Harmon County,05000US40057,641,2769,641,137,2769,64
2013,Glascock County,05000US13125,641,2990,641,244,2990,95
2013,Adams County,05000US16003,641,3862,641,148,3862,56
2014,Cherry County,05000US31031,641,5636,641,154,5636,94
2016,Warren County,05000US18171,639,8087,639,213,8087,84
2013,Scott County,05000US17171,639,5193,639,133,5193,89
2013,Lyman County,05000US46085,639,3754,639,118,3754,32
2014,Ellis County,05000US40045,638,4075,638,142,4075,47
2016,Traill County,05000US38097,637,7648,637,124,7648,118
2013,Valley County,05000US31175,637,4195,637,141,4195,79
2014,Dixon County,05000US31051,636,5782,636,116,5782,74
2014,Clay County,05000US31035,636,6299,636,120,6299,55
2014,Stafford County,05000US20185,636,4242,636,110,4242,64
2015,Crockett County,05000US48105,635,3619,635,305,3619,202
2013,Jasper County,05000US17079,635,9588,635,179,9588,65
2016,Atchison County,05000US29005,635,5270,635,109,5270,59
2015,Shackelford County,05000US48417,635,3325,635,167,3325,16
2014,Lewis County,05000US16061,635,3742,635,104,3742,75
2016,Baca County,05000US08009,634,3523,634,120,3523,80
2016,Mercer County,05000US38057,634,8500,634,180,8500,87
2014,Crockett County,05000US48105,634,3782,634,260,3782,176
2013,Florence County,05000US55037,634,4422,634,196,4422,57
2014,Atchison County,05000US29005,632,5383,632,113,5383,60
2013,Quitman County,05000US13239,632,2396,632,236,2396,221
2013,Union County,05000US46127,631,14398,631,174,14398,77
2014,Adair County,05000US19001,631,7302,631,123,7302,104
2016,Osceola County,05000US19143,631,6044,631,167,6044,58
2015,Lincoln County,05000US32017,631,4819,631,301,4819,131
2014,Osborne County,05000US20141,631,3684,631,145,3684,76
2016,Teton County,05000US30099,631,5973,631,175,5973,62
2016,Osborne County,05000US20141,631,3623,631,148,3623,76
2013,Big Stone County,05000US27011,630,5078,630,119,5078,32
2016,Lincoln County,05000US16063,630,5241,630,144,5241,61
2015,Schleicher County,05000US48413,630,3224,630,245,3224,13
2016,Reagan County,05000US48383,630,3590,630,205,3590,55
2014,Real County,05000US48385,630,3274,630,196,3274,35
2014,Stanton County,05000US31167,629,6081,629,191,6081,28
2014,Mitchell County,05000US20123,628,6018,628,140,6018,111
2014,Jasper County,05000US17079,628,9547,628,163,9547,91
2013,Atchison County,05000US29005,627,5427,627,122,5427,58
2015,Wilkin County,05000US27167,627,6333,627,138,6333,57
2014,Nemaha County,05000US31127,627,6716,627,177,6716,118
2016,Ellis County,05000US40045,627,4083,627,142,4083,42
